源声编码,源声描述,源声来源,观点编号,观点类别
201701ecm0005715,对于果粉来说换了安卓真是有点不习惯。尤其是屏幕。苹果的屏幕是LG公司的视网膜屏，所以很护眼，这个手机就算调到最暗也觉得刺眼。玩一会眼睛不舒服。单纯是喜欢这个颜色才买的。有点美中不足。后面有两个斑点大的地方的小划痕。这个手机买的不是很开心,Etianmao_hw,VPAD0738E001,颜色好
201701ecm0005717,对于京东的快递已经没得说了，就是一个快，买东西到京东放心，而且这款手机手感想当不错，反应速度很快，玩王者荣耀一点都不卡，很好的手机,Ejd,VPAD0452E001,手感/握感好
201701ecm0005718,对于京东的客户服务的确是没得话说，客服妹子也是挺有耐心。不过就事论事，这款手机的确是很渣，买了差不多两个月就明显每次晃动手机的时候里面就有声音，可能是装配的时候没装好吧？ 另外手机与购买初买的时候有明显的卡顿现象，但总体上比较灵敏，不知道后期会是啥样。网上宣传是拍照手机，拍出来的效果还不如2000元的华为手机，这跟众泰汽车有什么区别？光会做个壳子，没一点技术水平。客服妹子说可以给我维修，但是维修期太长，我不可能为了修个手机又去买台手机或者这段时间不联系人吧？,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0005720,刚开始用，感觉还好，对于手机还有很多不清楚的地方，关于性能方面的咨询推荐大家到官方旗舰店，可以了解的比较透彻,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005722,对于我这个买东西都是默认好评的懒人来讲，这次不得不来评价下了，手机拍下第二天就收到了，已经用了两天了，手机运行速度非常快，屏幕比之前用的某果6p还大一圈，速度也快不卡，内存也看了下64g的，不用外接内存卡，拍照还没拍过，指纹解锁也是反应相当灵敏，大爱啊！,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0005723,非常好，对于以前用杂牌3G手机的我来说，换这手机简直是质的飞跃！感觉科技好发达啊什么都随手可得太方便了。照相功能也很好，手边有相机也懒得拿出来了，手机拍出来的效果也很棒！ 很好，去玩拍了一天回来还有一半的电。充电也超快。 挺好的。 客服不错，回应快有问必答态度好。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005726,很满意，对于指纹解锁和快充印象深刻。送的礼品挺多，其中内存卡最实用。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005784,用着还不错，而且充电快，耗电慢，好评！！！,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005785,手机非常好，而且非常漂亮，红色我特别喜欢，而且这个是预定款在，正常的店铺都买不到，而且赠品也非常多哟嗯，手机速度非常快手机像素分辨率高客服服务态度好，快递很快，手机不卡，超薄，很精致，大气，本人很喜欢,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005794,这款手机非常好用，而且包装什么的都非常的精美，嗯画质很好，拍照片也很好看应该是正品。唯一不好的就是没有碎屏险，只好时时刻刻小心喽,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005795,很漂亮的 而且不卡 界面也好看 过年回家送妈妈,Ejd,VPAD0459E001,外观好看
201701ecm0005796,充电很快，而且充一次点能用最少2天 送了音响，听歌很享受啊 目前为止没有卡机，死机的现象。指纹解锁非常快。 本人不大自拍，还不太了解。 续航很持久，充一次电最少管用2天，终于不用天天带充电器了 服务态度很好，有问必答,Etianmao_hw,VPAD0165E001,充电快
201701ecm0005797,手机很不错哦！而且电池也蛮赖用的,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005799,嗯，手机挺好的啊！而且发货发货速度很快，用起来也很流畅，感觉跟苹果手机差不多，拍照也很清晰，按键也很好用，就是跟7一样的那种，总的来说很满意，很喜欢。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005800,还不错。手感好，而且反应很灵敏，像素很好,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005802,手机很好而且还是正品 样子也很好看 谢谢俪俪客服的耐心介绍,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005810,手机很不错，而且很快就到了，肯定是正品，用起来也不卡，充电也特别快。手感不错。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005815,这款手机太好了。而且卖家也特别好，给了四个赠品，比原来的三星还好，尤其是像素。给卖家好评中的好评！,Etaobao_hw,VPAD0275E001,喜爱/好用
201701ecm0005816,手机不错，而且拍照功能挺好的，不错,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005828,手机很好看，而且送了很多赠品，手机已经用上了，非常适合女生，好评，第一次在淘宝买手机，很满意，发货速度很快哦，赞赞赞,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0005831,手机挺好用的，，很喜欢，而且速度也很快，不卡，,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0005861,快递给力！发的顺丰，第一天下午下单，第三天就到啦！包装很细心，一点也没损坏，当着快递小哥面拆的，核对数量！手机也很给力！流畅！不卡！指纹解锁灵敏！快冲太棒啦，一会就满，用一天没问题！喜欢！关注卖家！有需要还来！！,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0005862,发的顺丰，物流速度很快，前一天下的单，第二天就到了，手机很薄，手感很好。,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0005863,发的顺丰快递，第一天发第二天就到了，真的很速度。手机也很好用，外形也是我想要的，满意！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005864,手机收到了，发的顺丰快递，很快就到了，拆开看手机一点都没有问题，还送了好多东西！特意用了两天才来评价的，手机真是没话说，畅销的就是好，反应快，没有卡顿现象。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005866,发货很快发的顺丰没想oppor9plus这么好用。直接让我苹果6s下岗了。国产机各种技术成熟了，主题做的也是非常漂亮。下载东西特别快。一点也不逊色苹果。值得表扬的是oppo的音质和拍照。超级好听和清晰！完美。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005873,发货还可以 到配送确实有点慢 希望能够改进 东西还可以 可以还会再来的,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005874,手机很好 发货物流很快 第二天就到了 黑色看起来浑然一体 颜值爆表 运行流畅 拍照一流 非常不错 大赞...,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005878,发货太快了！照相清晰是我想要的速度！,Ejd,VPAD0079E002,拍照清晰
201701ecm0005880,很喜欢、发货不但快，而且赠送很多礼品！非常喜欢、送给老公，老公也很喜欢,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005881,发货超级速度，晚上7点多下的单，10点半就发货，第二天下午就收到手机了。6寸大屏玩游戏不要太爽。拍照效果也很好。,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0005884,东西收到了，感觉还不错，发货发顺丰就是快，送的东西也不少，手机盒子里面有个透明的手机套，另外又送了个，还送了个蓝牙音响，就是不是白色的那种，还送了个手机包，手机用着也不错?，最后面那个是前置摄像头拍的&hellip;,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005891,发货很迅速，包装非常好看，还有赠品，嘻嘻。对于手机，我觉得拍照，听音乐，玩游戏都ok的，玩王者也不卡，大红的颜色非常喜庆，过年就要红红火火！！！,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0005893,发货及时！宝贝比图片好。下次准备入手R9Plus,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005910,发货速度太快了，第一天下单，第二天一早就收到了！包装好，赠品多又实用，好卖家！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005912,发货速度，手机像素高，启用流畅，不发热，耗电还行，一天半能撑住。整体比较满意。果然是旗舰机！,Ejd,VPAD0088E002,摄像头像素高
201701ecm0005918,发货速度还是挺快的，傍晚下的单，过了3小时就出厂发货了，第二天一大早就派送了，必须赞一个，处理快递的员工服务也挺好，贴心，用的感觉也不错，快，送的东西也不少，完美。,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005920,发货速度就是快，头一天买的第二天就到了，苏宁易购值得信赖啊！用了几天没有问题，挺好的。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005930,发货太慢了，因为着急回家，所以怕来不及，因此还改签了车票，还好媳妇比较喜欢,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005932,发货挺慢，本来觉得苏宁挺好的，但是这回让我觉得有点失望啊，说手机是有赠品的，手机收到了没看到赠品问了客服，说是分开发的，也不知道什么时候能收到，还是收不到了，早知道这样还不如在官网买了。失望死了，但是手机还是很好的。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005937,发货真的是神速，上午拍的下午立马就发货了，太喜欢这个颜色了，一上新立马抢了2只，简直骚到爆,Etianmao_hw,VPAD0738E001,颜色好
201701ecm0005948,发热，下电速度快，反应速度还可以，整体不错，还送耳机自拍杆,Ejd,VPAD0101E002,待机或使用时间短
201701ecm0005951,发顺丰就是快，各方面都好。送了音响和自拍杆很收纳包。但是没有送壳跟膜。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005956,帮同事买的，反馈很不错，手机使用流畅，很好，拍照质量和音质都不错，很喜欢！！！,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005958,用了几天才来评论反馈的 只能说不是一般的好 很多功能 灵敏度一点都不比iPhone差 拍照音质都是非常棒～大爱,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0005963,反应感觉太迟钝了。触摸屏还要用力安,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0005968,反应好快。非常好用，特别耐电X。拍照很好看哦,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0005969,反应好快啊，外形很漂亮，货拿到后同事都说很好，今天用了一天后感觉很爽,Esuning_hw,VPAD0001E001,性能整体感受好
201701ecm0005971,手机很好用，反应了，照相清晰。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005972,收到了，还不错，反应略有延迟，不知道其他用户有没有类似体验,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005974,反应慢，一般,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0005975,反应慢点,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0005977,手机很漂亮 功能强大 反应神速 照相功能强大 卖家送了好多礼品 我是整点抢购的 还得到了一个32G的内存卡 最满意的一次购物,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0005979,东西收到了。反应手感都棒棒哒，一直用的oppo手机照相美美哒，快递也是杠杠的。客服也很耐心热情解答。,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0005981,颜值高，反应速度还不错，,Ejd,VPAD0459E001,外观好看
201701ecm0005982,反应速度，充电速度，都非常不错哦。 目前就是拍照的功能玩儿的还不够熟练。 另外就是地铁里，停车库里信号很不好，不知道是不是电信运营商的问题。,Ejd,VPAD0001E001,性能整体感受好
201701ecm0005983,反应速度，待机好好好，能玩儿好久…赞,Ejd,VPAD0001E001,性能整体感受好
201701ecm0005984,反应速度不容小觑，非常流畅,Ejd,VPAD0001E001,性能整体感受好
201701ecm0005985,反应速度还快！！！就是系统玩不来,Ejd,VPAD0001E001,性能整体感受好
201701ecm0005986,用着还不错，反应速度一般般，屏幕够大，轻巧,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005989,还不错，拍照效果很好，反应也不慢,Ejd,VPAD0275E001,喜爱/好用
201701ecm0005990,反应也不是很快的啦，才刚用总体来说还好,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0005991,手机收到了很不错 外观很好看 反应也超快 相信以后不会出现卡顿的问题了。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005992,手机收到了很不错 外观很好看 反应也超快 相信以后不会出现卡顿的问题了。 物流很给力 卖家态度也很好 送了很多赠品 这次购物非常满意！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0005997,反应有点迟钝，像素一般,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
